Loaded 7,473 train + 1,319 test = 8,792 total rows

Loading model: Qwen/Qwen2.5-7B-Instruct
Model loaded.

── Building next_subquestion_pairs_gsm8k_v2.csv ──
  [7329/8792] Generating subquestions (5 steps)...
  [7330/8792] Generating subquestions (3 steps)...
  [7331/8792] Generating subquestions (3 steps)...
  [7332/8792] Generating subquestions (3 steps)...
  [7333/8792] Generating subquestions (3 steps)...
  [7334/8792] Generating subquestions (2 steps)...
  [7335/8792] Generating subquestions (3 steps)...
  [7336/8792] Generating subquestions (3 steps)...
  [7337/8792] Generating subquestions (2 steps)...
  [7338/8792] Generating subquestions (7 steps)...
  [7339/8792] Generating subquestions (2 steps)...
  [7340/8792] Generating subquestions (4 steps)...
  [7342/8792] Generating subquestions (4 steps)...
  [7343/8792] Generating subquestions (4 steps)...
  [7344/8792] Generating subquestions (2 steps)...
  [7346/8792] Generating subquestions (2 steps)...
  [7347/8792] Generating subquestions (2 steps)...
  [7348/8792] Generating subquestions (3 steps)...
  [7349/8792] Generating subquestions (3 steps)...
  [7350/8792] Generating subquestions (2 steps)...
  [7351/8792] Generating subquestions (3 steps)...
  [7352/8792] Generating subquestions (3 steps)...
  [7353/8792] Generating subquestions (4 steps)...
  [7354/8792] Generating subquestions (3 steps)...
  [7355/8792] Generating subquestions (4 steps)...
  [7356/8792] Generating subquestions (3 steps)...
  [7357/8792] Generating subquestions (3 steps)...
  [7358/8792] Generating subquestions (4 steps)...
  [7359/8792] Generating subquestions (3 steps)...
  [7360/8792] Generating subquestions (2 steps)...
  [7361/8792] Generating subquestions (3 steps)...
  [7362/8792] Generating subquestions (5 steps)...
  [7363/8792] Generating subquestions (2 steps)...
  [7364/8792] Generating subquestions (5 steps)...
  [7365/8792] Generating subquestions (7 steps)...
  [7366/8792] Generating subquestions (3 steps)...
  [7367/8792] Generating subquestions (2 steps)...
  [7368/8792] Generating subquestions (2 steps)...
  [7369/8792] Generating subquestions (2 steps)...
  [7370/8792] Generating subquestions (2 steps)...
  [7371/8792] Generating subquestions (4 steps)...
  [7372/8792] Generating subquestions (6 steps)...
  [7373/8792] Generating subquestions (4 steps)...
  [7374/8792] Generating subquestions (6 steps)...
  [7375/8792] Generating subquestions (5 steps)...
  [7376/8792] Generating subquestions (2 steps)...
  [7377/8792] Generating subquestions (3 steps)...
  [7378/8792] Generating subquestions (6 steps)...
  [7379/8792] Generating subquestions (2 steps)...
  [7380/8792] Generating subquestions (5 steps)...
  [7382/8792] Generating subquestions (2 steps)...
  [7383/8792] Generating subquestions (2 steps)...
  [7384/8792] Generating subquestions (2 steps)...
  [7385/8792] Generating subquestions (2 steps)...
  [7386/8792] Generating subquestions (4 steps)...
  [7387/8792] Generating subquestions (2 steps)...
  [7388/8792] Generating subquestions (3 steps)...
  [7389/8792] Generating subquestions (2 steps)...
  [7390/8792] Generating subquestions (2 steps)...
  [7392/8792] Generating subquestions (3 steps)...
  [7393/8792] Generating subquestions (2 steps)...
  [7394/8792] Generating subquestions (3 steps)...
  [7395/8792] Generating subquestions (5 steps)...
  [7396/8792] Generating subquestions (2 steps)...
  [7397/8792] Generating subquestions (2 steps)...
  [7398/8792] Generating subquestions (2 steps)...
  [7399/8792] Generating subquestions (4 steps)...
  [7400/8792] Generating subquestions (4 steps)...
  [7401/8792] Generating subquestions (2 steps)...
  [7402/8792] Generating subquestions (4 steps)...
  [7403/8792] Generating subquestions (2 steps)...
  [7404/8792] Generating subquestions (4 steps)...
  [7405/8792] Generating subquestions (4 steps)...
  [7406/8792] Generating subquestions (2 steps)...
  [7407/8792] Generating subquestions (2 steps)...
  [7408/8792] Generating subquestions (4 steps)...
  [7409/8792] Generating subquestions (4 steps)...
  [7410/8792] Generating subquestions (3 steps)...
  [7411/8792] Generating subquestions (5 steps)...
  [7412/8792] Generating subquestions (2 steps)...
  [7413/8792] Generating subquestions (2 steps)...
  [7415/8792] Generating subquestions (4 steps)...
  [7416/8792] Generating subquestions (2 steps)...
  [7417/8792] Generating subquestions (2 steps)...
  [7418/8792] Generating subquestions (3 steps)...
  [7419/8792] Generating subquestions (2 steps)...
  [7421/8792] Generating subquestions (5 steps)...
  [7422/8792] Generating subquestions (3 steps)...
  [7423/8792] Generating subquestions (4 steps)...
  [7424/8792] Generating subquestions (2 steps)...
  [7425/8792] Generating subquestions (4 steps)...
  [7426/8792] Generating subquestions (3 steps)...
  [7427/8792] Generating subquestions (3 steps)...
  [7428/8792] Generating subquestions (3 steps)...
  [7429/8792] Generating subquestions (2 steps)...
  [7430/8792] Generating subquestions (2 steps)...
  [7432/8792] Generating subquestions (4 steps)...
  [7433/8792] Generating subquestions (5 steps)...
  [7434/8792] Generating subquestions (2 steps)...
  [7435/8792] Generating subquestions (2 steps)...
  [7436/8792] Generating subquestions (2 steps)...
  [7437/8792] Generating subquestions (3 steps)...
  [7438/8792] Generating subquestions (7 steps)...
  [7439/8792] Generating subquestions (3 steps)...
  [7440/8792] Generating subquestions (5 steps)...
  [7441/8792] Generating subquestions (3 steps)...
  [7442/8792] Generating subquestions (3 steps)...
  [7443/8792] Generating subquestions (2 steps)...
  [7444/8792] Generating subquestions (4 steps)...
  [7445/8792] Generating subquestions (3 steps)...
  [7446/8792] Generating subquestions (5 steps)...
  [7447/8792] Generating subquestions (8 steps)...
  [7448/8792] Generating subquestions (6 steps)...
  [7449/8792] Generating subquestions (2 steps)...
  [7450/8792] Generating subquestions (2 steps)...
  [7451/8792] Generating subquestions (5 steps)...
  [7452/8792] Generating subquestions (5 steps)...
  [7453/8792] Generating subquestions (5 steps)...
  [7454/8792] Generating subquestions (3 steps)...
  [7455/8792] Generating subquestions (3 steps)...
  [7456/8792] Generating subquestions (6 steps)...
  [7457/8792] Generating subquestions (7 steps)...
  [7458/8792] Generating subquestions (2 steps)...
  [7459/8792] Generating subquestions (2 steps)...
  [7461/8792] Generating subquestions (6 steps)...
  [7462/8792] Generating subquestions (4 steps)...
  [7463/8792] Generating subquestions (2 steps)...
  [7464/8792] Generating subquestions (4 steps)...
  [7465/8792] Generating subquestions (4 steps)...
  [7466/8792] Generating subquestions (4 steps)...
  [7467/8792] Generating subquestions (4 steps)...
  [7469/8792] Generating subquestions (2 steps)...
  [7470/8792] Generating subquestions (3 steps)...
  [7472/8792] Generating subquestions (2 steps)...
  [7473/8792] Generating subquestions (5 steps)...
  [7474/8792] Generating subquestions (2 steps)...
  [7475/8792] Generating subquestions (2 steps)...
  [7476/8792] Generating subquestions (4 steps)...
  [7477/8792] Generating subquestions (2 steps)...
  [7478/8792] Generating subquestions (2 steps)...
  [7479/8792] Generating subquestions (5 steps)...
  [7480/8792] Generating subquestions (3 steps)...
  [7481/8792] Generating subquestions (4 steps)...
  [7482/8792] Generating subquestions (7 steps)...
  [7483/8792] Generating subquestions (5 steps)...
  [7484/8792] Generating subquestions (5 steps)...
  [7485/8792] Generating subquestions (4 steps)...
  [7486/8792] Generating subquestions (4 steps)...
  [7487/8792] Generating subquestions (2 steps)...
  [7488/8792] Generating subquestions (4 steps)...
  [7489/8792] Generating subquestions (3 steps)...
  [7490/8792] Generating subquestions (4 steps)...
  [7491/8792] Generating subquestions (4 steps)...
  [7492/8792] Generating subquestions (3 steps)...
  [7493/8792] Generating subquestions (4 steps)...
  [7494/8792] Generating subquestions (4 steps)...
  [7495/8792] Generating subquestions (2 steps)...
  [7496/8792] Generating subquestions (3 steps)...
  [7497/8792] Generating subquestions (2 steps)...
  [7499/8792] Generating subquestions (5 steps)...
  [7502/8792] Generating subquestions (2 steps)...
  [7503/8792] Generating subquestions (2 steps)...
  [7504/8792] Generating subquestions (3 steps)...
  [7505/8792] Generating subquestions (4 steps)...
  [7506/8792] Generating subquestions (2 steps)...
  [7507/8792] Generating subquestions (2 steps)...
  [7508/8792] Generating subquestions (2 steps)...
  [7509/8792] Generating subquestions (3 steps)...
  [7510/8792] Generating subquestions (3 steps)...
  [7511/8792] Generating subquestions (4 steps)...
  [7512/8792] Generating subquestions (5 steps)...
  [7513/8792] Generating subquestions (6 steps)...
  [7514/8792] Generating subquestions (2 steps)...
  [7515/8792] Generating subquestions (2 steps)...
  [7516/8792] Generating subquestions (2 steps)...
  [7517/8792] Generating subquestions (2 steps)...
  [7518/8792] Generating subquestions (4 steps)...
  [7519/8792] Generating subquestions (4 steps)...
  [7521/8792] Generating subquestions (6 steps)...
  [7522/8792] Generating subquestions (2 steps)...
  [7523/8792] Generating subquestions (3 steps)...
  [7524/8792] Generating subquestions (3 steps)...
  [7525/8792] Generating subquestions (3 steps)...
  [7526/8792] Generating subquestions (3 steps)...
  [7527/8792] Generating subquestions (3 steps)...
  [7528/8792] Generating subquestions (3 steps)...
  [7529/8792] Generating subquestions (2 steps)...
  [7530/8792] Generating subquestions (2 steps)...
  [7531/8792] Generating subquestions (2 steps)...
  [7532/8792] Generating subquestions (2 steps)...
  [7533/8792] Generating subquestions (2 steps)...
  [7534/8792] Generating subquestions (3 steps)...
  [7535/8792] Generating subquestions (3 steps)...
  [7536/8792] Generating subquestions (2 steps)...
  [7537/8792] Generating subquestions (6 steps)...
  [7538/8792] Generating subquestions (2 steps)...
  [7539/8792] Generating subquestions (4 steps)...
  [7540/8792] Generating subquestions (5 steps)...
  [7541/8792] Generating subquestions (3 steps)...
  [7542/8792] Generating subquestions (3 steps)...
  [7543/8792] Generating subquestions (2 steps)...
  [7544/8792] Generating subquestions (4 steps)...
  [7545/8792] Generating subquestions (2 steps)...
  [7546/8792] Generating subquestions (3 steps)...
  [7547/8792] Generating subquestions (4 steps)...
  [7548/8792] Generating subquestions (4 steps)...
  [7549/8792] Generating subquestions (5 steps)...
  [7550/8792] Generating subquestions (5 steps)...
  [7551/8792] Generating subquestions (2 steps)...
  [7552/8792] Generating subquestions (5 steps)...
  [7553/8792] Generating subquestions (2 steps)...
  [7554/8792] Generating subquestions (4 steps)...
  [7555/8792] Generating subquestions (2 steps)...
  [7556/8792] Generating subquestions (2 steps)...
  [7557/8792] Generating subquestions (2 steps)...
  [7558/8792] Generating subquestions (3 steps)...
  [7559/8792] Generating subquestions (3 steps)...
  [7560/8792] Generating subquestions (3 steps)...
  [7561/8792] Generating subquestions (3 steps)...
  [7563/8792] Generating subquestions (2 steps)...
  [7564/8792] Generating subquestions (4 steps)...
  [7565/8792] Generating subquestions (3 steps)...
  [7566/8792] Generating subquestions (2 steps)...
  [7567/8792] Generating subquestions (3 steps)...
  [7568/8792] Generating subquestions (3 steps)...
  [7569/8792] Generating subquestions (4 steps)...
  [7570/8792] Generating subquestions (2 steps)...
  [7571/8792] Generating subquestions (3 steps)...
  [7573/8792] Generating subquestions (4 steps)...
  [7574/8792] Generating subquestions (6 steps)...
  [7575/8792] Generating subquestions (3 steps)...
  [7576/8792] Generating subquestions (3 steps)...
  [7577/8792] Generating subquestions (2 steps)...
  [7578/8792] Generating subquestions (4 steps)...
  [7579/8792] Generating subquestions (2 steps)...
  [7580/8792] Generating subquestions (6 steps)...
  [7581/8792] Generating subquestions (2 steps)...
  [7582/8792] Generating subquestions (3 steps)...
  [7583/8792] Generating subquestions (3 steps)...
  [7584/8792] Generating subquestions (4 steps)...
  [7585/8792] Generating subquestions (4 steps)...
  [7586/8792] Generating subquestions (2 steps)...
  [7587/8792] Generating subquestions (2 steps)...
  [7589/8792] Generating subquestions (3 steps)...
  [7590/8792] Generating subquestions (2 steps)...
  [7591/8792] Generating subquestions (2 steps)...
  [7592/8792] Generating subquestions (3 steps)...
  [7593/8792] Generating subquestions (4 steps)...
  [7594/8792] Generating subquestions (2 steps)...
  [7595/8792] Generating subquestions (3 steps)...
  [7596/8792] Generating subquestions (5 steps)...
  [7597/8792] Generating subquestions (4 steps)...
  [7598/8792] Generating subquestions (2 steps)...
  [7599/8792] Generating subquestions (2 steps)...
  [7600/8792] Generating subquestions (2 steps)...
  [7601/8792] Generating subquestions (2 steps)...
  [7602/8792] Generating subquestions (6 steps)...
  [7603/8792] Generating subquestions (4 steps)...
  [7604/8792] Generating subquestions (3 steps)...
  [7605/8792] Generating subquestions (2 steps)...
  [7606/8792] Generating subquestions (4 steps)...
  [7607/8792] Generating subquestions (3 steps)...
  [7608/8792] Generating subquestions (2 steps)...
  [7611/8792] Generating subquestions (5 steps)...
  [7612/8792] Generating subquestions (5 steps)...
  [7613/8792] Generating subquestions (2 steps)...
  [7614/8792] Generating subquestions (2 steps)...
  [7616/8792] Generating subquestions (2 steps)...
  [7617/8792] Generating subquestions (4 steps)...
  [7618/8792] Generating subquestions (7 steps)...
  [7619/8792] Generating subquestions (3 steps)...
  [7620/8792] Generating subquestions (3 steps)...
  [7621/8792] Generating subquestions (4 steps)...
  [7622/8792] Generating subquestions (2 steps)...
  [7623/8792] Generating subquestions (2 steps)...
  [7624/8792] Generating subquestions (5 steps)...
  [7625/8792] Generating subquestions (4 steps)...
  [7626/8792] Generating subquestions (3 steps)...
  [7627/8792] Generating subquestions (5 steps)...
  [7628/8792] Generating subquestions (7 steps)...
  [7629/8792] Generating subquestions (6 steps)...
  [7630/8792] Generating subquestions (2 steps)...
  [7631/8792] Generating subquestions (6 steps)...
  [7632/8792] Generating subquestions (3 steps)...
  [7633/8792] Generating subquestions (2 steps)...
  [7635/8792] Generating subquestions (7 steps)...
  [7636/8792] Generating subquestions (4 steps)...
  [7637/8792] Generating subquestions (3 steps)...
  [7638/8792] Generating subquestions (2 steps)...
  [7639/8792] Generating subquestions (2 steps)...
  [7640/8792] Generating subquestions (2 steps)...
  [7641/8792] Generating subquestions (2 steps)...
  [7642/8792] Generating subquestions (2 steps)...
  [7643/8792] Generating subquestions (3 steps)...
  [7644/8792] Generating subquestions (4 steps)...
  [7645/8792] Generating subquestions (4 steps)...
  [7646/8792] Generating subquestions (5 steps)...
  [7647/8792] Generating subquestions (4 steps)...
  [7648/8792] Generating subquestions (2 steps)...
  [7649/8792] Generating subquestions (5 steps)...
  [7651/8792] Generating subquestions (7 steps)...
  [7652/8792] Generating subquestions (4 steps)...
  [7653/8792] Generating subquestions (2 steps)...
  [7654/8792] Generating subquestions (2 steps)...
  [7655/8792] Generating subquestions (2 steps)...
  [7656/8792] Generating subquestions (4 steps)...
  [7657/8792] Generating subquestions (3 steps)...
  [7659/8792] Generating subquestions (2 steps)...
  [7660/8792] Generating subquestions (4 steps)...
  [7661/8792] Generating subquestions (3 steps)...
  [7662/8792] Generating subquestions (3 steps)...
  [7663/8792] Generating subquestions (3 steps)...
  [7664/8792] Generating subquestions (2 steps)...
  [7665/8792] Generating subquestions (2 steps)...
  [7666/8792] Generating subquestions (5 steps)...
  [7667/8792] Generating subquestions (4 steps)...
  [7668/8792] Generating subquestions (2 steps)...
  [7669/8792] Generating subquestions (2 steps)...
  [7670/8792] Generating subquestions (2 steps)...
  [7671/8792] Generating subquestions (2 steps)...
  [7672/8792] Generating subquestions (5 steps)...
  [7673/8792] Generating subquestions (5 steps)...
  [7674/8792] Generating subquestions (3 steps)...
  [7675/8792] Generating subquestions (4 steps)...
  [7676/8792] Generating subquestions (2 steps)...
  [7677/8792] Generating subquestions (4 steps)...
  [7678/8792] Generating subquestions (4 steps)...
  [7679/8792] Generating subquestions (3 steps)...
  [7680/8792] Generating subquestions (5 steps)...
  [7681/8792] Generating subquestions (4 steps)...
  [7682/8792] Generating subquestions (3 steps)...
  [7683/8792] Generating subquestions (4 steps)...
  [7684/8792] Generating subquestions (6 steps)...
  [7686/8792] Generating subquestions (4 steps)...
  [7687/8792] Generating subquestions (3 steps)...
  [7688/8792] Generating subquestions (2 steps)...
  [7689/8792] Generating subquestions (2 steps)...
  [7690/8792] Generating subquestions (4 steps)...
  [7691/8792] Generating subquestions (2 steps)...
  [7692/8792] Generating subquestions (7 steps)...
  [7693/8792] Generating subquestions (3 steps)...
  [7694/8792] Generating subquestions (3 steps)...
  [7695/8792] Generating subquestions (3 steps)...
  [7696/8792] Generating subquestions (2 steps)...
  [7697/8792] Generating subquestions (2 steps)...
  [7698/8792] Generating subquestions (3 steps)...
  [7699/8792] Generating subquestions (2 steps)...
  [7700/8792] Generating subquestions (3 steps)...
  [7701/8792] Generating subquestions (4 steps)...
  [7702/8792] Generating subquestions (4 steps)...
  [7703/8792] Generating subquestions (4 steps)...
  [7704/8792] Generating subquestions (5 steps)...
  [7705/8792] Generating subquestions (2 steps)...
  [7707/8792] Generating subquestions (4 steps)...
  [7708/8792] Generating subquestions (4 steps)...
  [7709/8792] Generating subquestions (2 steps)...
  [7710/8792] Generating subquestions (3 steps)...
  [7712/8792] Generating subquestions (3 steps)...
  [7713/8792] Generating subquestions (2 steps)...
  [7714/8792] Generating subquestions (3 steps)...
  [7715/8792] Generating subquestions (2 steps)...
  [7716/8792] Generating subquestions (5 steps)...
  [7717/8792] Generating subquestions (2 steps)...
  [7718/8792] Generating subquestions (2 steps)...
  [7719/8792] Generating subquestions (3 steps)...
  [7720/8792] Generating subquestions (5 steps)...
  [7721/8792] Generating subquestions (2 steps)...
  [7722/8792] Generating subquestions (2 steps)...
  [7723/8792] Generating subquestions (6 steps)...
  [7724/8792] Generating subquestions (4 steps)...
  [7725/8792] Generating subquestions (2 steps)...
  [7726/8792] Generating subquestions (5 steps)...
  [7727/8792] Generating subquestions (2 steps)...
  [7728/8792] Generating subquestions (3 steps)...
  [7729/8792] Generating subquestions (4 steps)...
  [7730/8792] Generating subquestions (6 steps)...
  [7731/8792] Generating subquestions (4 steps)...
  [7732/8792] Generating subquestions (2 steps)...
  [7733/8792] Generating subquestions (5 steps)...
  [7734/8792] Generating subquestions (3 steps)...
  [7735/8792] Generating subquestions (3 steps)...
  [7736/8792] Generating subquestions (2 steps)...
  [7737/8792] Generating subquestions (2 steps)...
  [7738/8792] Generating subquestions (3 steps)...
  [7739/8792] Generating subquestions (3 steps)...
  [7741/8792] Generating subquestions (4 steps)...
  [7742/8792] Generating subquestions (3 steps)...
  [7743/8792] Generating subquestions (2 steps)...
  [7744/8792] Generating subquestions (3 steps)...
  [7745/8792] Generating subquestions (3 steps)...
  [7746/8792] Generating subquestions (2 steps)...
  [7747/8792] Generating subquestions (5 steps)...
  [7748/8792] Generating subquestions (3 steps)...
  [7749/8792] Generating subquestions (5 steps)...
  [7750/8792] Generating subquestions (5 steps)...
  [7751/8792] Generating subquestions (4 steps)...
  [7752/8792] Generating subquestions (2 steps)...
  [7754/8792] Generating subquestions (3 steps)...
  [7755/8792] Generating subquestions (5 steps)...
  [7756/8792] Generating subquestions (3 steps)...
  [7757/8792] Generating subquestions (3 steps)...
  [7758/8792] Generating subquestions (8 steps)...
  [7759/8792] Generating subquestions (2 steps)...
  [7760/8792] Generating subquestions (4 steps)...
  [7761/8792] Generating subquestions (5 steps)...
  [7762/8792] Generating subquestions (2 steps)...
  [7763/8792] Generating subquestions (2 steps)...
  [7764/8792] Generating subquestions (3 steps)...
  [7765/8792] Generating subquestions (4 steps)...
  [7766/8792] Generating subquestions (3 steps)...
  [7767/8792] Generating subquestions (4 steps)...
  [7768/8792] Generating subquestions (3 steps)...
  [7769/8792] Generating subquestions (6 steps)...
  [7770/8792] Generating subquestions (4 steps)...
  [7771/8792] Generating subquestions (2 steps)...
  [7772/8792] Generating subquestions (4 steps)...
  [7773/8792] Generating subquestions (6 steps)...
  [7774/8792] Generating subquestions (2 steps)...
  [7776/8792] Generating subquestions (2 steps)...
  [7777/8792] Generating subquestions (4 steps)...
  [7778/8792] Generating subquestions (5 steps)...
  [7779/8792] Generating subquestions (2 steps)...
  [7780/8792] Generating subquestions (3 steps)...
  [7781/8792] Generating subquestions (3 steps)...
  [7782/8792] Generating subquestions (3 steps)...
  [7783/8792] Generating subquestions (3 steps)...
  [7784/8792] Generating subquestions (4 steps)...
  [7785/8792] Generating subquestions (4 steps)...
  [7786/8792] Generating subquestions (2 steps)...
  [7787/8792] Generating subquestions (3 steps)...
  [7789/8792] Generating subquestions (5 steps)...
  [7790/8792] Generating subquestions (4 steps)...
  [7791/8792] Generating subquestions (3 steps)...
  [7792/8792] Generating subquestions (3 steps)...
  [7793/8792] Generating subquestions (2 steps)...
  [7794/8792] Generating subquestions (4 steps)...
  [7795/8792] Generating subquestions (2 steps)...
  [7796/8792] Generating subquestions (4 steps)...
  [7797/8792] Generating subquestions (3 steps)...
  [7799/8792] Generating subquestions (6 steps)...
  [7800/8792] Generating subquestions (3 steps)...
  [7801/8792] Generating subquestions (4 steps)...
  [7802/8792] Generating subquestions (3 steps)...
  [7803/8792] Generating subquestions (2 steps)...
  [7804/8792] Generating subquestions (3 steps)...
  [7805/8792] Generating subquestions (7 steps)...
  [7807/8792] Generating subquestions (3 steps)...
  [7808/8792] Generating subquestions (2 steps)...
  [7809/8792] Generating subquestions (2 steps)...
  [7810/8792] Generating subquestions (5 steps)...
  [7811/8792] Generating subquestions (3 steps)...
  [7812/8792] Generating subquestions (2 steps)...
  [7813/8792] Generating subquestions (5 steps)...
  [7814/8792] Generating subquestions (2 steps)...
  [7815/8792] Generating subquestions (4 steps)...
  [7817/8792] Generating subquestions (3 steps)...
  [7818/8792] Generating subquestions (3 steps)...
  [7819/8792] Generating subquestions (3 steps)...
  [7820/8792] Generating subquestions (3 steps)...
  [7821/8792] Generating subquestions (3 steps)...
  [7822/8792] Generating subquestions (2 steps)...
  [7823/8792] Generating subquestions (3 steps)...
  [7825/8792] Generating subquestions (3 steps)...
  [7826/8792] Generating subquestions (2 steps)...
  [7827/8792] Generating subquestions (5 steps)...
  [7828/8792] Generating subquestions (4 steps)...
  [7829/8792] Generating subquestions (3 steps)...
  [7830/8792] Generating subquestions (4 steps)...
  [7831/8792] Generating subquestions (4 steps)...
  [7832/8792] Generating subquestions (3 steps)...
  [7833/8792] Generating subquestions (4 steps)...
  [7835/8792] Generating subquestions (5 steps)...
  [7836/8792] Generating subquestions (5 steps)...
  [7837/8792] Generating subquestions (4 steps)...
  [7838/8792] Generating subquestions (2 steps)...
  [7839/8792] Generating subquestions (2 steps)...
  [7840/8792] Generating subquestions (2 steps)...
  [7841/8792] Generating subquestions (3 steps)...
  [7842/8792] Generating subquestions (3 steps)...
  [7843/8792] Generating subquestions (6 steps)...
  [7844/8792] Generating subquestions (2 steps)...
  [7845/8792] Generating subquestions (4 steps)...
  [7846/8792] Generating subquestions (3 steps)...
  [7847/8792] Generating subquestions (2 steps)...
  [7848/8792] Generating subquestions (2 steps)...
  [7849/8792] Generating subquestions (2 steps)...
  [7850/8792] Generating subquestions (4 steps)...
  [7851/8792] Generating subquestions (4 steps)...
  [7852/8792] Generating subquestions (3 steps)...
  [7853/8792] Generating subquestions (2 steps)...
  [7854/8792] Generating subquestions (3 steps)...
  [7855/8792] Generating subquestions (3 steps)...
  [7856/8792] Generating subquestions (5 steps)...
  [7857/8792] Generating subquestions (5 steps)...
  [7858/8792] Generating subquestions (2 steps)...
  [7859/8792] Generating subquestions (2 steps)...
  [7860/8792] Generating subquestions (2 steps)...
  [7861/8792] Generating subquestions (2 steps)...
  [7862/8792] Generating subquestions (2 steps)...
  [7863/8792] Generating subquestions (3 steps)...
  [7864/8792] Generating subquestions (2 steps)...
  [7865/8792] Generating subquestions (4 steps)...
  [7866/8792] Generating subquestions (5 steps)...
  [7867/8792] Generating subquestions (3 steps)...
  [7868/8792] Generating subquestions (2 steps)...
  [7869/8792] Generating subquestions (4 steps)...
  [7870/8792] Generating subquestions (3 steps)...
  [7872/8792] Generating subquestions (4 steps)...
  [7873/8792] Generating subquestions (3 steps)...
  [7874/8792] Generating subquestions (2 steps)...
  [7875/8792] Generating subquestions (3 steps)...
  [7876/8792] Generating subquestions (5 steps)...
  [7877/8792] Generating subquestions (5 steps)...
  [7878/8792] Generating subquestions (4 steps)...
  [7879/8792] Generating subquestions (4 steps)...
  [7880/8792] Generating subquestions (5 steps)...
  [7881/8792] Generating subquestions (4 steps)...
  [7882/8792] Generating subquestions (4 steps)...
  [7883/8792] Generating subquestions (7 steps)...
  [7884/8792] Generating subquestions (3 steps)...
  [7885/8792] Generating subquestions (5 steps)...
  [7886/8792] Generating subquestions (2 steps)...
  [7888/8792] Generating subquestions (3 steps)...
  [7889/8792] Generating subquestions (7 steps)...
  [7891/8792] Generating subquestions (4 steps)...
  [7892/8792] Generating subquestions (2 steps)...
  [7893/8792] Generating subquestions (2 steps)...
  [7894/8792] Generating subquestions (2 steps)...
  [7895/8792] Generating subquestions (4 steps)...
  [7896/8792] Generating subquestions (5 steps)...
  [7897/8792] Generating subquestions (6 steps)...
  [7898/8792] Generating subquestions (4 steps)...
  [7899/8792] Generating subquestions (4 steps)...
  [7900/8792] Generating subquestions (4 steps)...
  [7901/8792] Generating subquestions (3 steps)...
  [7902/8792] Generating subquestions (4 steps)...
  [7903/8792] Generating subquestions (3 steps)...
  [7904/8792] Generating subquestions (4 steps)...
  [7905/8792] Generating subquestions (2 steps)...
  [7906/8792] Generating subquestions (3 steps)...
  [7908/8792] Generating subquestions (5 steps)...
  [7909/8792] Generating subquestions (2 steps)...
  [7910/8792] Generating subquestions (3 steps)...
  [7911/8792] Generating subquestions (3 steps)...
  [7912/8792] Generating subquestions (4 steps)...
  [7913/8792] Generating subquestions (3 steps)...
  [7914/8792] Generating subquestions (2 steps)...
  [7915/8792] Generating subquestions (5 steps)...
  [7916/8792] Generating subquestions (5 steps)...
  [7917/8792] Generating subquestions (7 steps)...
  [7918/8792] Generating subquestions (3 steps)...
  [7919/8792] Generating subquestions (5 steps)...
  [7920/8792] Generating subquestions (4 steps)...
  [7921/8792] Generating subquestions (3 steps)...
  [7922/8792] Generating subquestions (5 steps)...
  [7923/8792] Generating subquestions (3 steps)...
  [7924/8792] Generating subquestions (2 steps)...
  [7925/8792] Generating subquestions (3 steps)...
  [7926/8792] Generating subquestions (4 steps)...
  [7927/8792] Generating subquestions (4 steps)...
  [7928/8792] Generating subquestions (2 steps)...
  [7929/8792] Generating subquestions (4 steps)...
  [7930/8792] Generating subquestions (4 steps)...
  [7931/8792] Generating subquestions (3 steps)...
  [7932/8792] Generating subquestions (2 steps)...
  [7933/8792] Generating subquestions (6 steps)...
  [7934/8792] Generating subquestions (4 steps)...
  [7935/8792] Generating subquestions (3 steps)...
  [7936/8792] Generating subquestions (2 steps)...
  [7937/8792] Generating subquestions (2 steps)...
  [7938/8792] Generating subquestions (4 steps)...
  [7939/8792] Generating subquestions (5 steps)...
  [7940/8792] Generating subquestions (6 steps)...
  [7941/8792] Generating subquestions (4 steps)...
  [7942/8792] Generating subquestions (5 steps)...
  [7943/8792] Generating subquestions (2 steps)...
  [7944/8792] Generating subquestions (4 steps)...
  [7945/8792] Generating subquestions (4 steps)...
  [7946/8792] Generating subquestions (2 steps)...
  [7947/8792] Generating subquestions (2 steps)...
  [7949/8792] Generating subquestions (2 steps)...
  [7950/8792] Generating subquestions (2 steps)...
  [7951/8792] Generating subquestions (2 steps)...
  [7952/8792] Generating subquestions (3 steps)...
  [7953/8792] Generating subquestions (5 steps)...
  [7954/8792] Generating subquestions (3 steps)...
  [7955/8792] Generating subquestions (2 steps)...
  [7957/8792] Generating subquestions (4 steps)...
  [7958/8792] Generating subquestions (2 steps)...
  [7959/8792] Generating subquestions (2 steps)...
  [7960/8792] Generating subquestions (2 steps)...
  [7961/8792] Generating subquestions (4 steps)...
  [7962/8792] Generating subquestions (2 steps)...
  [7963/8792] Generating subquestions (2 steps)...
  [7964/8792] Generating subquestions (2 steps)...
  [7965/8792] Generating subquestions (2 steps)...
  [7966/8792] Generating subquestions (2 steps)...
  [7967/8792] Generating subquestions (2 steps)...
  [7968/8792] Generating subquestions (3 steps)...
  [7969/8792] Generating subquestions (2 steps)...
  [7970/8792] Generating subquestions (2 steps)...
  [7971/8792] Generating subquestions (3 steps)...
  [7972/8792] Generating subquestions (4 steps)...
  [7974/8792] Generating subquestions (5 steps)...
